Name,Organization,Homepage,Logo,Twitter,Crunchbase URL,Market Cap,Ticker,Funding,Member,Relation,License,Headquarters,Latest Tweet Date,Description,Crunchbase Description,Crunchbase Homepage,Crunchbase City,Crunchbase Region,Crunchbase Country,Crunchbase Twitter,Crunchbase Linkedin,Crunchbase Ticker,Crunchbase Kind,Crunchbase Min Employees,Crunchbase Max Employees,Category,Subcategory,OSS,Github Repo,Github Stars,Github Description,Github Latest Commit Date,Github Latest Commit Link,Github Release Date,Github Release Link,Github Start Commit Date,Github Start Commit Link,Github Contributors Count,Github Contributors Link,Accepted,Incubation,Graduated,Dev Stats Url,Artwork Url,Blog Url,Mailing List Url,Slack Url,Youtube Url,Chat Channel
"Mist.io","Mist.io","https://mist.io/","https://landscape.cncf.io/logos/mist-io.svg","https://twitter.com/mist_io","https://www.crunchbase.com/organization/mist-io",,,838841,false,false,"Apache License 2.0","San Francisco, California","2022-10-06 17:26:42","Mist is an open source, multicloud management platform","Mist is an open source multi-cloud management platform","https://mist.io","San Francisco","California","United States","http://twitter.com/mist_io","https://www.linkedin.com/company/mist-io",,"funding",11,50,"Provisioning","Automation & Configuration",true,"https://github.com/mistio/mist-ce",1698,"Mist is an open source, multicloud management platform","","https://github.com/mistio/mist-ce/commit/30295e625e7bcd8f77425f98fdcd791fe5ba48e0","2022-07-31 12:22:36","https://github.com/mistio/mist-ce/releases","2017-03-29 15:52:27","https://github.com/mistio/mist-ce/commit/59d99c61c3dbd481cf41f7cf9eb5bcc002d36243",25,"https://github.com/mistio/mist-ce/graphs/contributors",,,,,,,,,,
"OpenStack","Open Infrastructure Foundation","https://www.openstack.org/","https://landscape.cncf.io/logos/open-stack.svg","https://twitter.com/openinfradev","https://www.crunchbase.com/organization/open-infrastructure-foundation",,,,false,false,"Apache License 2.0","Austin, Texas","2022-12-07 05:00:16","Repository tracking all OpenStack repositories as submodules. Mirror of code maintained at opendev.org.","Helping people build and operate open infrastructure that runs in production","https://openinfra.dev/","Austin","Texas","United States","https://twitter.com/openinfradev","https://www.linkedin.com/company/open-infrastructure-foundation/",,,11,50,"Provisioning","Automation & Configuration",true,"https://github.com/openstack/openstack",4568,"Repository tracking all OpenStack repositories as submodules. Mirror of code maintained at opendev.org.","","https://github.com/openstack/openstack/commit/a8a663ad3cc78c8799b4d93bf3e7df88db8db288","",,"2013-10-07 17:14:30","https://github.com/openstack/openstack/commit/1a8546c90100e2e3116b1a74adbeed507ce5e250",4051,"https://github.com/openstack/openstack/graphs/contributors",,,,,,,,,,
"OpenYurt","Cloud Native Computing Foundation (CNCF)","https://openyurt.io/","https://landscape.cncf.io/logos/open-yurt.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-12-07 04:03:52","An open platform that extending your native Kubernetes to edge.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Automation & Configuration",true,"https://github.com/openyurtio/openyurt",1348,"OpenYurt - Extending your native Kubernetes to edge(project under CNCF)","","https://github.com/openyurtio/openyurt/commit/cf02f61989c1efa391e75acd31476c2bb45ea684","2022-11-08 02:31:25","https://github.com/openyurtio/openyurt/releases","2020-05-21 08:54:44","https://github.com/openyurtio/openyurt/commit/2926fffd3418155984767953c4782019c8a756d2",88,"https://github.com/openyurtio/openyurt/graphs/contributors","2020-09-08",,,"https://openyurt.devstats.cncf.io/",,,,,,
"Pulumi","Pulumi","https://www.pulumi.com/","https://landscape.cncf.io/logos/pulumi.svg","https://twitter.com/PulumiCorp","https://www.crunchbase.com/organization/pulumi-corporation",,,57500000,"Silver","member","Apache License 2.0","Seattle, Washington","2022-12-06 21:01:24","Pulumi - Universal Infrastructure as Code. Your Cloud, Your Language, Your Way 🚀","Pulumi is a  Seattle-based cloud engineering company that offers a way to build, connect, and run modern cloud applications.","https://www.pulumi.com","Seattle","Washington","United States","https://twitter.com/pulumicorp","https://www.linkedin.com/company/pulumi",,"funding",11,50,"Provisioning","Automation & Configuration",true,"https://github.com/pulumi/pulumi",14457,"Pulumi - Universal Infrastructure as Code. Your Cloud, Your Language, Your Way 🚀","","https://github.com/pulumi/pulumi/commit/e812f69ba56268c8a9b228d89b617aa231607c35","2022-11-23 22:59:37","https://github.com/pulumi/pulumi/releases","2016-10-08 23:01:25","https://github.com/pulumi/pulumi/commit/86f6117640ebaaffb8689e241a668218b24f4690",204,"https://github.com/pulumi/pulumi/graphs/contributors",,,,,,,,,,
"Puppet","Puppet","https://puppet.com/","https://landscape.cncf.io/logos/puppet.svg","https://twitter.com/puppetize","https://www.crunchbase.com/organization/puppet-labs",,,189500000,"Silver","member","Apache License 2.0","Portland, Oregon","2022-12-06 18:50:07","Server automation framework and application","Puppet is an information technology automation software company designed for system administrators.","https://puppetlabs.com/","Portland","Oregon","United States","https://twitter.com/puppetize","https://www.linkedin.com/company/puppet",,"funding",501,1000,"Provisioning","Automation & Configuration",true,"https://github.com/puppetlabs/puppet",6748,"Server automation framework and application","","https://github.com/puppetlabs/puppet/commit/cb63661659a029d0a52033c07a61720c0abe1033","",,"2005-04-13 15:18:05","https://github.com/puppetlabs/puppet/commit/54e9b5e3561977ea063417da12c46aad2a4c1332",814,"https://github.com/puppetlabs/puppet/graphs/contributors",,,,,,,,,,
"Rundeck","Rundeck","https://www.rundeck.com/open-source","https://landscape.cncf.io/logos/rundeck.svg","https://twitter.com/rundeck","https://www.crunchbase.com/organization/rundeck",,,3000000,false,false,"Apache License 2.0","Redwood City, California","2022-12-06 17:10:40","Enable Self-Service Operations: Give specific users access to your existing tools, services, and scripts","Rundeck is the creator of operations as a service, a new style of IT operations management that keeps pace with the business demands.","https://www.rundeck.com","Redwood City","California","United States","https://www.twitter.com/rundeck","https://www.linkedin.com/company/rundeck-inc./",,"funding",11,50,"Provisioning","Automation & Configuration",true,"https://github.com/rundeck/rundeck",4779,"Enable Self-Service Operations: Give specific users access to your existing tools, services, and scripts","","https://github.com/rundeck/rundeck/commit/c7b040ee78fcedf6523bdc4ecfd57273f4d45090","2022-11-14 20:38:23","https://github.com/rundeck/rundeck/releases","2010-10-11 21:08:30","https://github.com/rundeck/rundeck/commit/41a2ce0991a2c32ffde06f623afb6ec3278fa4c2",239,"https://github.com/rundeck/rundeck/graphs/contributors",,,,,,,,,,
"SaltStack","SaltStack","https://www.vmware.com/support/acquisitions/saltstack.html","https://landscape.cncf.io/logos/salt-stack.svg","https://twitter.com/Salt_Project_OS","https://www.crunchbase.com/organization/saltstack",,,27900000,false,false,"Apache License 2.0","Lehi, Utah","2022-12-06 18:00:00","Software to automate the management and configuration of any infrastructure or application at scale. Get access to the Salt software package repository here: ","SaltStack is intelligent automation for a software-defined world.","https://www.vmware.com","Lehi","Utah","United States","http://twitter.com/SaltStack","https://www.linkedin.com/company/salt-stack-inc",,"funding",51,100,"Provisioning","Automation & Configuration",true,"https://github.com/saltstack/salt",12889,"Software to automate the management and configuration of any infrastructure or application at scale. Get access to the Salt software package repository here: ","","https://github.com/saltstack/salt/commit/21463a2f46c470d3f48606ead255ea9e5c81ffbb","2022-11-08 20:35:47","https://github.com/saltstack/salt/releases","2011-02-20 20:18:32","https://github.com/saltstack/salt/commit/7578c4d9f429b91dd8df553fc6ed78f4c8b76e7c",3857,"https://github.com/saltstack/salt/graphs/contributors",,,,,,,,,,
"StackStorm","StackStorm","https://stackstorm.com/","https://landscape.cncf.io/logos/stack-storm.svg","https://twitter.com/StackStorm","https://www.crunchbase.com/organization/stackstorm",,,0,false,false,"Apache License 2.0","San Jose, California","2022-12-05 15:49:21","StackStorm (aka ""IFTTT for Ops"") is event-driven automation for auto-remediation, incident responses, troubleshooting, deployments, and more for DevOps and SREs. Includes rules engine, workflow, 160 integration packs with 6000+ actions (see https://exchange.stackstorm.org) and ChatOps. Installer at https://docs.stackstorm.com/install/index.html","A leader in event driven automation with particular strengths in operations and security remediation.","http://stackstorm.com","San Jose","California","United States","http://twitter.com/Stack_Storm","https://www.linkedin.com/company/stackstorm",,,11,50,"Provisioning","Automation & Configuration",true,"https://github.com/stackstorm/st2",5271,"StackStorm (aka ""IFTTT for Ops"") is event-driven automation for auto-remediation, incident responses, troubleshooting, deployments, and more for DevOps and SREs. Includes rules engine, workflow, 160 integration packs with 6000+ actions (see https://exchange.stackstorm.org) and ChatOps. Installer at https://docs.stackstorm.com/install/index.html","","https://github.com/StackStorm/st2/commit/0fc59f784198c0ab7fba72c4a5b4b4bb0223676e","2022-11-27 21:51:26","https://github.com/stackstorm/st2/releases","2014-04-23 00:51:34","https://github.com/StackStorm/st2/commit/6627d4ab1c99c55a6a485cae959a8e76b478cc94",192,"https://github.com/stackstorm/st2/graphs/contributors",,,,,,,,,,
"SuperEdge","Cloud Native Computing Foundation (CNCF)","https://superedge.io/","https://landscape.cncf.io/logos/super-edge.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Other","San Francisco, California","2022-12-07 04:03:52","An edge-native container management system for edge computing","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Automation & Configuration",true,"https://github.com/superedge/superedge",880,"An edge-native container management system for edge computing","","https://github.com/superedge/superedge/commit/d96c8cb88d31205c94fcdf924e005e0f0431ba53","2022-07-29 03:47:41","https://github.com/superedge/superedge/releases","2020-12-19 03:42:37","https://github.com/superedge/superedge/commit/4097ed2040b816a76d928ad9e28648eae3a9084e",52,"https://github.com/superedge/superedge/graphs/contributors","2021-09-14",,,"https://superedge.devstats.cncf.io","https://github.com/cncf/artwork/blob/master/examples/sandbox.md#superedge-logos","https://superedge.io/blog/",,"https://superedge-workspace.slack.com/",,"#superedge-community"
"Terraform","HashiCorp","https://www.terraform.io/","https://landscape.cncf.io/logos/terraform.svg","https://twitter.com/HashiCorp","https://www.crunchbase.com/organization/hashicorp",4747174912,"HCP",349175000,"Silver","member","Mozilla Public License 2.0","San Francisco, California","2022-12-06 23:59:00","Terraform enables you to safely and predictably create, change, and improve infrastructure. It is an open source tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.","HashiCorp is a remote-first company that solves development, security, and operations challenges in infrastructure.","https://www.hashicorp.com","San Francisco","California","United States","https://twitter.com/HashiCorp","https://www.linkedin.com/company/HashiCorp","HCP","market_cap",1001,5000,"Provisioning","Automation & Configuration",true,"https://github.com/hashicorp/terraform",35410,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is an open source tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.","","https://github.com/hashicorp/terraform/commit/6ebc30ddcb30f4b0ec8ff689f0a95fa21da16224","2022-11-30 20:57:05","https://github.com/hashicorp/terraform/releases","2014-05-21 23:28:53","https://github.com/hashicorp/terraform/commit/649cf336e86da10910f6e50ea3cfaad507a2e336",2051,"https://github.com/hashicorp/terraform/graphs/contributors",,,,,,,,,,
"Tinkerbell","Cloud Native Computing Foundation (CNCF)","https://tinkerbell.org/","https://landscape.cncf.io/logos/tinkerbell.svg","https://twitter.com/tinkerbell_oss","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-08-03 17:33:49","A workflow engine for provisioning bare metal.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Automation & Configuration",true,"https://github.com/tinkerbell/tink",713,"A workflow engine for provisioning bare metal.","","https://github.com/tinkerbell/tink/commit/fe2177f9d99d5d811ee91d1c4f92ba0c7439c0b5","2022-10-06 00:58:35","https://github.com/tinkerbell/tink/releases","2019-10-14 17:16:01","https://github.com/tinkerbell/tink/commit/c97ab64b845bb37b863afce33537a53dbbad31eb",49,"https://github.com/tinkerbell/tink/graphs/contributors","2020-11-10",,,"https://tinkerbell.devstats.cncf.io/",,,,"https://app.slack.com/client/T08PSQ7BQ/C01SRB41GMT","https://www.youtube.com/channel/UCTzWInTQPvzH21KHS8jrq7A",
